"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"BENS_TOTAL";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"TIPO_RECEITA"
250000027283;"DALILA CAMARGO";"#NULO#";"PRP";"FEMININO";"LÊ E ESCREVE";"DIVORCIADO(A)";"BRANCA";"REPRESENTANTE COMERCIAL";"APTO";"N";NA;"NÃO ELEITO";160;NA;NA
250000020827;"ELIZABETE MICHELETE";"#NULO#";"PSD";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"MÉDICO";"APTO";"N";2473295,28;"SUPLENTE";3165;363162,21;"Recursos de partido político, Recursos de pessoas físicas"
250000008340;"MARCOS ANTONIO PINTO";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";77000;"SUPLENTE";719;8676,97;"Recursos próprios, Recursos de outros candidatos, Recursos de partido político"
250000005799;"LUIZ AUGUSTO MÓDOLO DE PAULA";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";869281;"SUPLENTE";1350;9608,7;"Recursos de origens não identificadas, Recursos próprios, Recursos de pessoas físicas"
250000058385;"ROBERTO RODRIGUES RIBEIRO";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"FARMACÊUTICO";"APTO";"N";75674;"SUPLENTE";2740;7000;"Recursos próprios"
250000058416;"FRANCISCO CARLOS DA SILVA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ANALISTA DE SISTEMAS";"APTO";"N";640000;"SUPLENTE";5282;36646,7;"Recursos de outros candidatos, Recursos próprios, Recursos de partido político, Recursos de pessoas físicas"
250000027307;"ALCIDES JOSE PEREIRA";"#NULO#";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"FRENTISTA";"APTO";"N";135000;"NÃO ELEITO";326;NA;NA
250000019136;"MARCO ANTONIO RICCIARDELLI";"#NULO#";"PTB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS";"APTO";"N";940774,69;"SUPLENTE";5114;41665;"Recursos de partido político, Recursos próprios, Recursos de outros candidatos"
250000050150;"JESSICA ALINE CARDOSO";"#NULO#";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"ADMINISTRADOR";"APTO";"N";NA;"NÃO ELEITO";880;NA;NA
250000050147;"ANTONIO BARBOSA LIMA";"#NULO#";"PSL";"MASCULINO";"LÊ E ESCREVE";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";9250;"NÃO ELEITO";179;NA;NA
250000058361;"ALCIDES DIAS LIMA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"APTO";"N";7000;"SUPLENTE";694;NA;NA
250000005810;"NAOMY SCHOLLING";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS";"APTO";"N";406634,25;"SUPLENTE";1557;12259,5;"Recursos próprios, Recursos de pessoas físicas"
250000019157;"THAIS HELENA COSTA";"#NULO#";"PTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";1095429,98;"SUPLENTE";1379;11328;"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000015100;"TEREZA MIGUEL MENEGUIM";"#NULO#";"REDE";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"MÚSICO";"APTO";"N";223000;"NÃO ELEITO";317;1700;"Recursos de pessoas físicas"
250000038331;"FLAVIO CERINO";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";98000;"NÃO ELEITO";173;3239,53;"Recursos próprios, Recursos de partido político"
250000040596;"ANA MARIA CAMPOS DA TRINDADE";"#NULO#";"SD";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"VIÚVO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";NA;"NÃO ELEITO";816;11512,99;"Recursos de partido político, Recursos de pessoas físicas"
250000040583;"MARCOS ROBERTO DE BRITO";"#NULO#";"SD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";NA;"NÃO ELEITO";62;NA;NA
250000014866;"EDNALDO BISPO DA CRUZ";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";13000;"SUPLENTE";198;NA;NA
250000004986;"PATRICIA GAMA DE QUADROS BEZERRA";"#NULO#";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PSICÓLOGO";"APTO";"S";349199,73;"ELEITO POR QP";45285;373262,04;"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000005809;"FERNANDO DE ALMEIDA GALDINO";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ANALISTA DE SISTEMAS";"APTO";"N";242374,53;"SUPLENTE";182;2500,39;"Recursos de origens não identificadas, Recursos próprios"
250000019158;"MARIA TERESA DA SILVA LATTARI";"#NULO#";"PTB";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";NA;"SUPLENTE";145;NA;NA
250000019180;"ANTONIO WILSON LUCENA";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";411125,62;"SUPLENTE";380;NA;NA
250000058349;"DORA MARIA MACHADO";"#NULO#";"PTN";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";116;NA;NA
250000019151;"LUIS ANTONIO FERREIRA MARCOS";"#NULO#";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";868775;"SUPLENTE";626;NA;NA
250000005790;"ROSANA SANTAROSA";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";775803,94;"SUPLENTE";1371;8626,38;"Recursos de origens não identificadas, Recursos próprios, Recursos de partido político, Recursos de pessoas físicas"
250000008371;"EDVALDO JONAS DA SILVA";"#NULO#";"PSC";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";"N";18000;"SUPLENTE";1170;NA;NA
250000005017;"VANESSA ORSINI";"#NULO#";"PSDB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"FOTÓGRAFO E ASSEMELHADOS";"APTO";"N";NA;"SUPLENTE";385;NA;NA
250000058399;"NOEMIA VIEIRA FONSECA";"#NULO#";"PTN";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";185000;"SUPLENTE";970;142,2;"Recursos de outros candidatos"
250000027337;"ISMAEL BELO DA SILVA";"#NULO#";"PT do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";127;NA;NA
250000006193;"KELLY GUILHERME ANDRADE TAVARES";"#NULO#";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";15;NA;NA
250000011696;"MARIA DO CARMO SILVA";"#NULO#";"PV";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";NA;"SUPLENTE";70;NA;NA
250000058355;"MARIA OLIVIA TRINDADE";"#NULO#";"PTN";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";385;NA;NA
250000022126;"ROBSON GUTEMBERG RIBEIRO DA SILVA";"#NULO#";"PR";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";403000;"SUPLENTE";612;NA;NA
250000006145;"RAIMUNDO FERREIRA BARROS";"#NULO#";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";20000;"NÃO ELEITO";751;NA;NA
250000062812;"ROGERIO LANZOTI JUNIOR";"#NULO#";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";364353;"NÃO ELEITO";665;NA;NA
250000050205;"MARIA APARECIDA DA SILVA DOS SANTOS";"#NULO#";"PSL";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";8000;"NÃO ELEITO";720;NA;NA
250000013971;"YURI GAMA COSTA";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";45000;"NÃO ELEITO";684;NA;NA
250000008312;"EDILAINE PIRES";"#NULO#";"PRB";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";469407,73;"SUPLENTE";3921;9730;"Recursos de pessoas físicas, Recursos de partido político"
250000044428;"EDINALDO ALENCAR DE FRANÇA";"#NULO#";"PPL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";"APTO";"N";2100;"NÃO ELEITO";279;NA;NA
250000008363;"LUIZ CARLOS DA SILVA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";156484,76;"SUPLENTE";1168;12770,11;"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas"
250000020849;"PAOLA ROSA ESTEVAO";"#NULO#";"PSD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";NA;"SUPLENTE";487;11000;"Recursos de pessoas físicas, Recursos de partido político"
250000022115;"DARCIO DE OLIVEIRA";"#NULO#";"PR";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"ADVOGADO";"APTO";"N";1030;"SUPLENTE";204;17259,91;"Recursos de partido político, Recursos próprios, Recursos de outros candidatos, Recursos de pessoas físicas"
250000038332;"ISMAEL VICENTE DA SILVA";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";NA;"NÃO ELEITO";72;NA;NA
250000062793;"CARLOS CEZAR COUTINHO";"#NULO#";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";45000;"NÃO ELEITO";1082;NA;NA
250000005802;"JOANNA CAROLINA GUARITA DOUAT";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";498633,31;"SUPLENTE";5541;31800;"Recursos próprios, Recursos de pessoas físicas"
250000058382;"REGINA DOS SANTOS MENDES";"#NULO#";"PTN";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";NA;"SUPLENTE";244;NA;NA
250000020808;"NOER PEREIRA DE MATOS";"#NULO#";"PMDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";21000;"SUPLENTE";878;350;"Recursos próprios"
250000040571;"DANIEL FLORENTINO DA SILVA";"#NULO#";"SD";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";26150;"NÃO ELEITO";473;NA;NA
250000040556;"GERALDO RODRIGUES DE SOUZA";"#NULO#";"SD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS";"APTO";"N";NA;"NÃO ELEITO";99;NA;NA
250000040577;"MARCIA CARDOSO PINTO";"#NULO#";"SD";"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";17412,64;"NÃO ELEITO";82;NA;NA
250000014886;"VALDEMI CAVALCANTE TEIXEIRA";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";"APTO";"N";44500;"SUPLENTE";143;NA;NA
250000005787;"JULIO SERGIO CAMUCE LOPES";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";2425658,37;"SUPLENTE";5482;142950,82;"Recursos próprios, Recursos de pessoas físicas"
250000008354;"KLEBER DE ARAUJO BRUNO";"#NULO#";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";"N";NA;"SUPLENTE";452;NA;NA
250000058397;"NIVALDO DA SILVA";"#NULO#";"PTN";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";NA;"SUPLENTE";454;NA;NA
250000010862;"CARLOS ALBERTO DE OLIVEIRA SANTOS";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"CONTADOR";"APTO";"N";489300;"SUPLENTE";3931;4510,06;"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000010894;"SIDNEI ROBERTSON CAMPERO";"#NULO#";"PHS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";69039,61;"SUPLENTE";1443;NA;NA
250000019196;"LUCIMAR FREIRE DE ALMEIDA SILVA";"#NULO#";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SEPARADO(A) JUDICIALMENTE";"PARDA";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";"APTO";"N";354987,55;"SUPLENTE";305;NA;NA
250000038413;"ODAIR VIEIRA DE SÁ";"#NULO#";"PSDC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"COMERCIANTE";"APTO";"N";NA;"NÃO ELEITO";174;NA;NA
250000022083;"HUGO DO NASCIMENTO";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";530,63;"SUPLENTE";279;21727,27;"Recursos de outros candidatos, Recursos de partido político"
250000014883;"SIDNEY LUIZ DA CRUZ";"#NULO#";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";1293200;"SUPLENTE";11083;71043,95;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000093408;"ANTONIO CICERO SANTOS CELESTINO";"#NULO#";"PPL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";NA;"NÃO ELEITO";499;11600;"Recursos de pessoas físicas"
250000005823;"GREICE NAOMI YAMAGUCHI";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";12501;"SUPLENTE";2118;7850;"Recursos próprios, Recursos de pessoas físicas"
250000058352;"SAMANTHA CONSTANZA";"#NULO#";"PTN";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PSICÓLOGO";"APTO";"N";NA;"SUPLENTE";1416;NA;NA
250000008349;"JOSE DE ARIMATEIA SILVA";"#NULO#";"PRB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";88220;"SUPLENTE";819;NA;NA
250000008372;"JOSE DELFINO RODRIGUES DA COSTA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"CANTOR E COMPOSITOR";"APTO";"N";40000;"SUPLENTE";340;400;"Recursos próprios"
250000038370;"RICARDO LOURENÇO DO CARMO";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"APTO";"N";392732,1;"NÃO ELEITO";743;13463,88;"Recursos próprios, Recursos de outros candidatos, Recursos de partido político, Recursos de pessoas físicas"
250000038377;"VANDERLINO BATISTA MACHADO";"#NULO#";"PSDC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";255000;"NÃO ELEITO";315;6048,8;"Recursos de outros candidatos, Recursos de partido político, Recursos de pessoas físicas"
250000015110;"MARINA MEDEIROS HELOU";"#NULO#";"REDE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";1498680,22;"NÃO ELEITO";16212;131587,2;"Recursos de pessoas físicas"
250000050190;"LUIZ CARLOS DA SILVA";"#NULO#";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"APTO";"N";NA;"NÃO ELEITO";837;12770,11;"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas"
250000019183;"VALERIANA RODRIGUES RAMOS";"#NULO#";"PTB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";NA;"SUPLENTE";135;NA;NA
250000050162;"MARCOS ROBERTO SEIJO DA SILVA";"#NULO#";"PSL";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";131274;"NÃO ELEITO";2081;1938,41;"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político"
250000010839;"DIRCE TERRIANO";"#NULO#";"PPS";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"VIÚVO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";NA;"SUPLENTE";102;NA;NA
250000058375;"EURICO GONÇALVES FILHO";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";NA;"SUPLENTE";322;142,2;"Recursos de outros candidatos"
250000010841;"HILDA MARIA AZEVEDO ALVES";"#NULO#";"PPS";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"DONA DE CASA";"APTO";"N";NA;"SUPLENTE";402;NA;NA
250000022084;"JAIR JOSÉ TATTO";"#NULO#";"PT";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";"S";413343,24;"ELEITO POR QP";30989;198295,99;"Recursos de pessoas físicas, Recursos de partido político"
250000006163;"MIRIAM APARECIDA DA SILVA ILESANMI";"#NULO#";"PC do B";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";NA;"NÃO ELEITO";206;766,67;"Recursos de partido político"
250000011663;"MARCEL ARISTIDES FERRADA SILVA";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";"N";173495,21;"SUPLENTE";779;NA;NA
250000058411;"EVANIR DA SILVA CARVALHO";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"APTO";"N";NA;"SUPLENTE";484;NA;NA
250000058404;"REGINALDO JESUS CORNETA";"#NULO#";"PTN";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";45005,04;"SUPLENTE";714;663,3;"Recursos de partido político, Recursos próprios"
250000022073;"ALESSANDRO GUEDES DOS SANTOS";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";"N";184000;"ELEITO POR QP";26780;248417,27;"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000013954;"RENNE VIEIRA DE CARVALHO";"#NULO#";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";137;NA;NA
250000027289;"PAULO PRADO LEITE";"#NULO#";"PRP";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"APTO";"N";NA;"NÃO ELEITO";1207;NA;NA
250000022100;"SENIVAL PEREIRA DE MOURA";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"VEREADOR";"APTO";"S";2089023,81;"ELEITO POR QP";45320;314777,34;"Recursos de pessoas físicas, Recursos de partido político, Rendimentos de aplicações financeiras, Recursos próprios"
250000006156;"LUIS TADEU EUGENIO";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PRETA";"PRODUTOR DE ESPETÁCULOS PÚBLICOS";"APTO";"N";28000,01;"NÃO ELEITO";1827;18910,77;"Recursos de partido político"
250000010866;"PAULO CARDOSO FILHO";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";53000;"SUPLENTE";194;NA;NA
250000010892;"WALDIR FRANCISCO LIMA";"#NULO#";"PHS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";79041,7;"SUPLENTE";7909;95880;"Recursos próprios, Recursos de pessoas físicas"
250000022130;"EDSON CARDOSO DOS SANTOS";"#NULO#";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ADMINISTRADOR";"APTO";"N";1297131,11;"SUPLENTE";1375;43915,91;"Recursos de partido político, Recursos próprios"
250000011647;"MIGUEL OTAVIO FERREIRA PAIVA";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";567;NA;NA
250000058356;"MANOEL SANTANA PAULO";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";NA;"SUPLENTE";778;NA;NA
250000013952;"MARIA CLAUDIA DA COSTA CARVALHO";"#NULO#";"PRTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"DONA DE CASA";"APTO";"N";NA;"NÃO ELEITO";159;NA;NA
250000040603;"NATANAEL SOARES DOS SANTOS";"#NULO#";"SD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"POLICIAL MILITAR";"APTO";"N";NA;"NÃO ELEITO";1684;NA;NA
250000019168;"LEANDRO GUSTAVO MASCARENHAS";"#NULO#";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";570810,16;"SUPLENTE";886;NA;NA
250000024349;"SORAYA MISLEH DE MATOS";"#NULO#";"PSTU";"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";250000;"NÃO ELEITO";172;NA;NA
250000019178;"CLOVIS REIS DOS SANTOS";"#NULO#";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"AUXILIAR DE LABORATÓRIO";"APTO";"N";NA;"SUPLENTE";522;NA;NA
250000008360;"LUIS CARLOS DE MATOS LORENA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"APTO";"N";392000;"SUPLENTE";643;NA;NA
250000027340;"PAULO ROBERTO ROSENO JUNIOR";"#NULO#";"PT do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";NA;"NÃO ELEITO";1066;3750;"Recursos próprios"
250000022125;"RICARDO MEDEIROS DOS SANTOS";"#NULO#";"PR";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";1071641,96;"SUPLENTE";618;17293,96;"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000058351;"VALDIR DA SILVA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";244;NA;NA
250000044418;"PAULO LEONARDO OLIVEIRA FARIAS";"#NULO#";"PPL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"ADVOGADO";"APTO";"N";34370,58;"NÃO ELEITO";617;NA;NA
250000008348;"GERALDO JANUARIO DO NASCIMENTO";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"PARDA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";NA;"SUPLENTE";509;NA;NA
250000027303;"OSCAR TEIXEIRA";"#NULO#";"PRP";"MASCULINO";"LÊ E ESCREVE";"CASADO(A)";"BRANCA";"CANTOR E COMPOSITOR";"APTO";"N";650000;"NÃO ELEITO";756;NA;NA
250000014903;"JAIR PINTO DE OLIVEIRA";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"FISCAL";"APTO";"N";20000;"SUPLENTE";882;NA;NA
